ID_Cliente,Cancelacion,Genero,Adulto_Mayor,Tiene_Pareja,Tiene_Dependientes,Meses_Contrato,Suscripcion_Servicio_Telefono,Suscripcion_Multiples_Lineas,Suscripcion_Servicio_Internet,Suscripcion_Seguridad_En_Linea,Suscripcion_Respaldo_En_Linea,Suscripcion_Proteccion_Dispositivo,Suscripcion_Soporte_Técnico,Suscripcion_TV_Streaming,Suscripcion_Películas_Streaming,Tipo_Contrato,Factura_Electronica,Metodo_Pago,Factura_Mensual,Cargos_Totales,Cuentas_diarias
5144-PQCDZ,no,Male,0,no,no,4,yes,no,No,No internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Month-to-month,yes,Mailed check,19.95,59.25,0.7
5144-TVGLP,no,Male,1,no,no,38,yes,yes,Fiber optic,No,no,no,no,yes,yes,Month-to-month,no,Electronic check,94.75,3653.0,3.2
5146-CBVOE,no,Female,0,no,no,16,yes,no,Fiber optic,No,yes,no,no,no,no,Month-to-month,no,Bank transfer (automatic),75.1,1212.85,2.5
5146-YYFRZ,no,Male,0,no,no,67,yes,no,No,No internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,no,Bank transfer (automatic),19.95,1311.75,0.7
5148-HKFIR,no,Female,0,no,no,20,yes,no,No,No internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,no,Mailed check,19.7,406.95,0.7
5148-ORICT,no,Female,0,yes,no,64,yes,no,DSL,Yes,yes,yes,yes,no,yes,Two year,yes,Mailed check,74.35,4759.55,2.5
5149-CUZUJ,no,Male,0,yes,yes,28,yes,no,Fiber optic,No,yes,yes,yes,yes,no,One year,no,Bank transfer (automatic),92.9,2768.35,3.1
5149-QYTTU,no,Female,0,yes,yes,71,yes,yes,Fiber optic,Yes,yes,yes,yes,no,no,One year,yes,Credit card (automatic),95.15,6770.85,3.2
5149-TGWDZ,no,Female,0,no,no,21,yes,no,Fiber optic,No,yes,yes,yes,yes,yes,One year,yes,Mailed check,104.55,2239.4,3.5
5150-ITWWB,no,Male,1,no,no,3,yes,yes,Fiber optic,No,no,no,no,yes,yes,Month-to-month,yes,Electronic check,94.85,335.75,3.2
5150-LJNSR,no,Male,0,yes,yes,31,yes,yes,Fiber optic,Yes,no,yes,no,yes,no,One year,no,Bank transfer (automatic),98.05,3082.1,3.3
5151-HQRDG,no,Male,0,yes,no,37,yes,yes,DSL,Yes,no,no,no,no,no,Month-to-month,yes,Mailed check,55.05,2030.75,1.8
5153-LXKDT,no,Male,0,yes,yes,68,yes,yes,Fiber optic,Yes,yes,yes,no,yes,yes,Two year,yes,Electronic check,110.2,7467.5,3.7
5153-RTHKF,no,Female,0,no,no,34,yes,yes,Fiber optic,No,no,no,no,yes,no,Month-to-month,no,Electronic check,85.35,2896.6,2.8
5154-VEKBL,yes,Female,0,no,no,9,no,no,DSL,Yes,no,yes,yes,yes,yes,Month-to-month,no,Mailed check,58.5,539.85,2.0
5155-AZQPB,no,Female,0,yes,yes,28,yes,yes,DSL,No,no,no,no,no,no,Month-to-month,no,Mailed check,49.9,1410.25,1.7
5156-UMKOW,no,Female,0,no,yes,3,no,no,DSL,No,yes,no,no,no,no,Month-to-month,no,Mailed check,29.65,90.05,1.0
5158-RIVOP,no,Female,0,yes,yes,11,yes,no,No,No internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,no,Credit card (automatic),20.9,202.3,0.7
5159-YFPKQ,yes,Female,0,no,no,2,yes,no,Fiber optic,No,no,yes,no,no,no,Month-to-month,yes,Electronic check,75.8,160.75,2.5
5160-UXJED,no,Male,0,no,yes,17,yes,no,DSL,No,no,no,no,no,no,One year,no,Mailed check,44.6,681.4,1.5
5161-UBZXI,no,Male,0,yes,yes,69,yes,no,Fiber optic,Yes,yes,no,yes,yes,yes,Two year,yes,Credit card (automatic),106.35,7261.75,3.5
5161-XEUVX,no,Male,0,yes,no,37,yes,yes,Fiber optic,No,no,yes,yes,yes,no,Two year,no,Mailed check,94.3,3460.95,3.1
5167-GBFRE,yes,Male,1,no,no,4,no,no,DSL,No,no,no,no,no,no,Month-to-month,yes,Bank transfer (automatic),25.2,102.5,0.8
5167-ZFFMM,yes,Male,0,no,no,1,yes,yes,Fiber optic,No,yes,no,no,no,yes,Month-to-month,yes,Credit card (automatic),90.85,90.85,3.0
5168-MQQCA,no,Female,0,yes,no,72,yes,yes,Fiber optic,No,yes,yes,yes,yes,yes,One year,yes,Bank transfer (automatic),108.5,8003.8,3.6
5168-MSWXT,no,Male,0,yes,yes,8,yes,no,Fiber optic,No,no,yes,no,yes,yes,Month-to-month,yes,Electronic check,94.75,759.55,3.2
5170-PTRKA,no,Female,0,yes,yes,49,no,no,DSL,Yes,no,no,yes,no,no,One year,yes,Credit card (automatic),35.8,1782.0,1.2
5171-EPLKN,no,Male,0,no,no,27,yes,no,No,No internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,no,Credit card (automatic),19.85,470.0,0.7
5172-MIGPM,no,Male,0,no,no,4,yes,yes,DSL,No,no,no,yes,no,yes,Month-to-month,no,Mailed check,65.55,237.2,2.2
5172-RKOCB,no,Male,0,yes,no,72,yes,yes,Fiber optic,Yes,yes,no,yes,yes,yes,Two year,yes,Credit card (automatic),108.95,7875.0,3.6
5173-WXOQV,no,Male,0,yes,no,2,yes,no,DSL,No,yes,no,yes,no,yes,Month-to-month,yes,Mailed check,64.2,143.65,2.1
5173-ZXXXL,no,Male,0,no,no,2,yes,no,No,No internet service,no internet service,no internet service,no internet service,no internet service,no internet service,One year,no,Mailed check,19.95,47.7,0.7
5174-ITUMV,no,Male,0,yes,yes,67,yes,yes,Fiber optic,No,yes,yes,no,yes,yes,One year,yes,Electronic check,105.4,6989.45,3.5
5174-RNGBH,yes,Female,0,no,no,9,yes,no,DSL,No,yes,no,yes,yes,no,Month-to-month,no,Mailed check,66.25,620.55,2.2
5175-AOBHI,yes,Female,0,no,no,4,yes,no,DSL,No,no,no,no,no,no,Month-to-month,yes,Mailed check,46.0,193.6,1.5
5175-WLYXL,no,Male,0,no,no,22,yes,yes,Fiber optic,No,yes,no,no,no,no,Month-to-month,yes,Mailed check,78.85,1600.25,2.6
5176-LDKUH,no,Female,0,no,no,48,yes,no,Fiber optic,No,yes,no,no,no,no,One year,no,Electronic check,75.15,3772.65,2.5
5176-LMJXE,no,Female,0,no,no,47,yes,no,No,No internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,yes,Mailed check,20.55,945.7,0.7
5176-OLSKT,no,Female,0,yes,no,66,yes,yes,DSL,Yes,yes,yes,no,no,no,Two year,no,Bank transfer (automatic),66.9,4370.25,2.2
5177-RVZNU,no,Female,0,no,yes,37,yes,no,No,No internet service,no internet service,no internet service,no internet service,no internet service,no internet service,One year,no,Bank transfer (automatic),20.3,755.4,0.7
5178-LMXOP,yes,Male,1,yes,no,1,yes,yes,Fiber optic,No,no,no,no,yes,yes,Month-to-month,yes,Electronic check,95.1,95.1,3.2
5180-UCIIQ,yes,Male,1,yes,yes,22,no,no,DSL,Yes,no,no,no,no,yes,Month-to-month,no,Mailed check,40.05,880.2,1.3
5181-OABFK,no,Female,0,yes,yes,56,yes,no,DSL,Yes,yes,yes,no,no,no,Two year,yes,Credit card (automatic),61.3,3346.8,2.0
5183-KLYEM,no,Female,0,no,no,72,yes,yes,Fiber optic,Yes,yes,yes,yes,yes,yes,Two year,yes,Credit card (automatic),112.75,8192.6,3.8
5183-SNMJQ,no,Male,0,no,no,10,yes,no,Fiber optic,No,no,no,yes,yes,yes,Month-to-month,yes,Credit card (automatic),95.1,865.1,3.2
5186-EJEGL,no,Male,0,no,no,9,yes,no,DSL,Yes,no,yes,yes,yes,no,Month-to-month,yes,Mailed check,69.5,653.25,2.3
5186-PEIZU,no,Female,0,no,no,35,yes,no,No,No internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Month-to-month,no,Bank transfer (automatic),19.25,617.65,0.6
5186-SAMNZ,yes,Male,1,no,no,1,yes,no,Fiber optic,No,no,no,no,no,no,Month-to-month,yes,Bank transfer (automatic),69.5,69.5,2.3
5188-HGMLP,no,Male,1,yes,no,54,yes,yes,Fiber optic,No,no,no,no,no,no,Month-to-month,no,Bank transfer (automatic),74.0,3919.15,2.5
5192-EBGOV,yes,Female,1,no,no,1,yes,yes,Fiber optic,No,no,no,no,yes,no,Month-to-month,yes,Electronic check,85.7,85.7,2.9
5193-QLVZB,no,Male,0,no,no,63,yes,yes,Fiber optic,No,yes,yes,no,yes,yes,Two year,yes,Bank transfer (automatic),104.75,6536.5,3.5
5195-KPUNQ,no,Female,1,no,no,53,yes,no,Fiber optic,Yes,yes,no,yes,no,yes,One year,yes,Mailed check,96.75,5206.55,3.2
5196-SGOAK,yes,Female,0,no,no,1,yes,no,Fiber optic,No,yes,no,no,no,no,Month-to-month,yes,Electronic check,75.7,75.7,2.5
5196-WPYOW,no,Male,0,yes,yes,67,yes,no,DSL,Yes,yes,no,yes,no,no,One year,no,Mailed check,60.05,3994.05,2.0
5197-LQXXH,no,Female,0,yes,no,71,yes,yes,DSL,No,yes,yes,yes,yes,yes,Two year,yes,Credit card (automatic),83.3,5894.5,2.8
5197-PYEPU,no,Female,0,yes,yes,42,yes,yes,Fiber optic,Yes,yes,no,no,yes,no,One year,yes,Credit card (automatic),94.45,3923.8,3.1
5197-YPYBZ,no,Female,0,yes,yes,12,yes,yes,No,No internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,no,Credit card (automatic),25.25,274.7,0.8
5198-EFNBM,no,Male,1,yes,no,57,yes,no,Fiber optic,No,yes,yes,no,yes,no,One year,yes,Electronic check,90.65,5199.8,3.0
5198-HQAEN,no,Male,0,yes,yes,35,yes,no,Fiber optic,No,yes,no,yes,yes,no,One year,yes,Electronic check,89.7,3165.6,3.0
5199-FPUSP,no,Male,0,no,yes,33,no,no,DSL,Yes,no,no,yes,no,no,One year,no,Credit card (automatic),34.05,1113.95,1.1
5201-CBWYG,no,Male,0,yes,yes,62,yes,yes,No,No internet service,no internet service,no internet service,no internet service,no internet service,no internet service,One year,no,Bank transfer (automatic),24.8,1476.25,0.8
5201-FRKKS,no,Male,0,no,no,25,yes,no,Fiber optic,Yes,no,no,no,no,no,Month-to-month,no,Bank transfer (automatic),74.3,1952.25,2.5
5201-USSQZ,no,Female,0,yes,no,26,yes,no,Fiber optic,No,no,no,yes,no,yes,Month-to-month,no,Credit card (automatic),85.9,2196.45,2.9
5202-IVJNU,yes,Female,0,no,yes,39,no,no,DSL,No,no,yes,no,no,no,Month-to-month,no,Credit card (automatic),30.1,1131.3,1.0
5203-XEHAX,no,Female,0,no,no,34,yes,no,DSL,Yes,yes,no,no,no,yes,One year,no,Electronic check,64.35,2053.05,2.1
5204-HMGYF,no,Female,0,yes,yes,49,yes,no,DSL,Yes,yes,yes,yes,yes,yes,One year,yes,Mailed check,87.2,4345.0,2.9
5204-QZXPU,yes,Male,0,no,no,19,no,no,DSL,No,no,yes,no,yes,no,Month-to-month,yes,Electronic check,39.65,733.35,1.3
5206-HPJKM,no,Male,0,no,no,17,yes,no,DSL,Yes,yes,no,no,no,no,Month-to-month,yes,Credit card (automatic),55.5,934.15,1.8
5206-XZZQI,no,Male,0,no,no,53,yes,no,Fiber optic,No,yes,no,yes,no,no,Month-to-month,yes,Mailed check,80.6,4348.1,2.7
5207-PLSTK,no,Male,0,yes,yes,1,yes,no,DSL,Yes,no,no,no,no,no,Month-to-month,yes,Mailed check,48.75,48.75,1.6
5208-FVQKB,no,Male,0,yes,no,70,yes,no,DSL,Yes,yes,no,yes,no,yes,Two year,no,Mailed check,67.95,4664.15,2.3
5208-HFSBT,yes,Female,0,no,no,2,yes,no,DSL,No,yes,no,yes,no,no,Month-to-month,yes,Credit card (automatic),55.05,102.75,1.8
5213-TWWJU,no,Male,0,no,no,28,yes,no,Fiber optic,No,no,yes,yes,no,yes,Month-to-month,no,Electronic check,91.0,2626.15,3.0
5214-CHIWJ,no,Male,0,no,no,27,yes,no,No,No internet service,no internet service,no internet service,no internet service,no internet service,no internet service,One year,no,Mailed check,20.3,595.05,0.7
5214-NLTIT,no,Male,0,yes,yes,72,yes,yes,Fiber optic,No,no,yes,no,no,yes,Two year,yes,Credit card (automatic),90.8,6511.8,3.0
5215-LNLDJ,no,Female,0,yes,yes,7,no,no,DSL,No,no,no,no,no,no,Month-to-month,yes,Electronic check,24.7,149.05,0.8
5216-WASFJ,no,Female,1,yes,no,31,yes,yes,Fiber optic,No,no,no,no,no,yes,Month-to-month,yes,Electronic check,84.85,2633.4,2.8
5219-YIPTK,yes,Female,0,yes,no,33,yes,yes,Fiber optic,No,yes,yes,no,yes,yes,Month-to-month,yes,Electronic check,104.4,3409.6,3.5
5220-AGAAX,no,Male,0,yes,yes,68,yes,yes,No,No internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,yes,Bank transfer (automatic),24.0,1664.3,0.8
5222-IMUKT,no,Male,0,no,no,32,yes,no,Fiber optic,No,no,no,no,yes,yes,Month-to-month,no,Electronic check,91.05,2871.5,3.0
5222-JCXZT,no,Male,0,no,no,4,yes,no,No,No internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Month-to-month,no,Mailed check,19.0,78.9,0.6
5223-UZAVK,no,Male,0,no,no,64,yes,no,Fiber optic,Yes,yes,no,no,yes,yes,One year,yes,Credit card (automatic),100.3,6603.8,3.3
5226-NOZFC,no,Male,0,no,no,26,yes,no,Fiber optic,No,yes,no,no,yes,no,Month-to-month,yes,Electronic check,85.75,2146.5,2.9
5227-JSCFE,no,Male,1,yes,no,71,no,no,DSL,Yes,yes,yes,yes,no,no,Two year,no,Credit card (automatic),46.35,3353.4,1.5
5228-EXCET,yes,Male,0,no,no,13,yes,no,Fiber optic,No,no,no,no,no,yes,Month-to-month,yes,Electronic check,80.85,1008.7,2.7
5229-DTFYB,no,Female,0,no,no,41,yes,no,Fiber optic,No,yes,no,yes,yes,yes,Two year,yes,Bank transfer (automatic),98.8,3959.15,3.3
5229-PRWKT,yes,Male,0,no,no,8,yes,yes,Fiber optic,No,no,no,no,no,yes,Month-to-month,yes,Electronic check,86.55,649.65,2.9
5231-FIQPA,no,Female,0,no,no,41,yes,no,No,No internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,yes,Mailed check,19.85,810.45,0.7
5232-NXPAY,no,Female,0,no,no,47,yes,no,DSL,No,no,yes,yes,yes,yes,Two year,no,Mailed check,74.45,3510.3,2.5
5233-AOZUF,no,Female,0,yes,no,29,yes,yes,Fiber optic,No,no,no,no,no,no,Month-to-month,yes,Electronic check,74.95,2149.05,2.5
5233-GEEAX,yes,Male,1,no,no,8,no,no,DSL,No,no,yes,no,no,no,Month-to-month,yes,Electronic check,29.4,221.9,1.0
5236-PERKL,yes,Female,0,no,no,57,yes,yes,Fiber optic,Yes,yes,yes,no,yes,yes,Two year,yes,Bank transfer (automatic),112.95,6465.0,3.8
5236-XMZJY,no,Female,0,no,no,42,yes,no,DSL,Yes,yes,yes,no,no,no,Month-to-month,no,Bank transfer (automatic),59.65,2536.55,2.0
5240-CAOYT,no,Female,0,no,no,57,yes,yes,Fiber optic,Yes,yes,no,yes,no,no,Month-to-month,yes,Bank transfer (automatic),87.55,4884.85,2.9
5240-IJOQT,yes,Male,1,no,no,1,yes,yes,Fiber optic,No,no,no,no,no,no,Month-to-month,yes,Electronic check,74.7,74.7,2.5
5242-UOWHD,no,Male,0,yes,yes,45,yes,no,No,No internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,no,Mailed check,20.35,929.2,0.7
5243-SAOTC,no,Male,0,no,no,54,yes,yes,Fiber optic,No,yes,no,no,no,no,Month-to-month,yes,Bank transfer (automatic),79.85,4308.25,2.7
5244-IRFIH,yes,Male,1,yes,no,33,yes,yes,Fiber optic,No,no,no,no,yes,yes,Month-to-month,yes,Electronic check,94.5,3105.55,3.2
5245-VDBUR,no,Female,0,yes,no,52,no,no,DSL,Yes,no,yes,no,no,no,One year,no,Mailed check,35.45,1958.95,1.2
5248-KWLAR,no,Male,0,yes,yes,71,yes,yes,DSL,Yes,yes,yes,yes,yes,yes,Two year,no,Electronic check,90.35,6325.25,3.0
5248-RPYWW,no,Female,1,yes,yes,72,yes,yes,DSL,Yes,yes,yes,yes,yes,yes,Two year,yes,Bank transfer (automatic),90.15,6716.45,3.0
5248-YGIJN,no,Male,0,yes,no,72,yes,yes,DSL,Yes,yes,yes,yes,yes,yes,Two year,yes,Credit card (automatic),90.25,6369.45,3.0
5249-QYHEX,no,Female,0,yes,yes,40,yes,yes,No,No internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,yes,Mailed check,24.8,1024.7,0.8
5256-SKJGO,no,Female,0,yes,yes,64,no,no,DSL,No,yes,no,yes,yes,yes,Two year,yes,Electronic check,54.6,3423.5,1.8
5260-UMPWX,no,Female,0,yes,yes,26,yes,no,No,No internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Month-to-month,yes,Credit card (automatic),20.25,493.95,0.7
5261-QSHQM,yes,Female,0,no,no,4,no,no,DSL,No,no,no,no,no,no,Month-to-month,yes,Electronic check,24.45,86.6,0.8
5266-PFRQK,no,Male,0,yes,yes,52,yes,no,No,No internet service,no internet service,no internet service,no internet service,no internet service,no internet service,One year,yes,Credit card (automatic),20.85,1071.6,0.7
5268-DSMNQ,no,Female,1,yes,no,62,yes,yes,Fiber optic,No,yes,yes,no,yes,no,One year,yes,Credit card (automatic),97.95,5936.55,3.3
5269-NRGDP,no,Male,0,yes,yes,42,yes,no,DSL,No,no,yes,yes,yes,yes,One year,no,Electronic check,73.15,3088.25,2.4
5271-DBYSJ,no,Male,1,no,no,11,yes,no,Fiber optic,No,no,no,no,no,yes,Month-to-month,yes,Credit card (automatic),79.15,827.7,2.6
5271-YNWVR,yes,Male,0,yes,yes,68,yes,yes,Fiber optic,Yes,yes,yes,yes,yes,yes,Two year,yes,Electronic check,113.15,7856.0,3.8
5274-XHAKY,no,Female,0,yes,yes,41,yes,yes,Fiber optic,Yes,yes,no,no,yes,no,Month-to-month,yes,Bank transfer (automatic),94.3,3893.6,3.1
5275-PMFUT,no,Male,0,yes,yes,72,no,no,DSL,Yes,yes,yes,yes,yes,yes,Two year,yes,Credit card (automatic),64.8,4719.75,2.2
5275-SQEIZ,yes,Male,0,no,no,1,yes,no,Fiber optic,No,no,no,no,no,yes,Month-to-month,yes,Mailed check,80.85,80.85,2.7
5276-KQWHG,yes,Female,1,no,no,2,yes,no,Fiber optic,No,no,no,no,no,no,Month-to-month,yes,Electronic check,69.6,131.65,2.3
5277-ZLOOR,yes,Female,1,no,no,2,yes,yes,Fiber optic,No,no,no,no,yes,no,Month-to-month,yes,Electronic check,85.55,187.45,2.9
5278-PNYOX,no,Female,0,no,no,49,yes,no,Fiber optic,No,no,yes,yes,yes,yes,Two year,no,Credit card (automatic),100.65,4917.75,3.4
5281-BUZGT,yes,Male,1,no,no,36,yes,yes,Fiber optic,Yes,no,no,no,yes,no,Month-to-month,yes,Electronic check,90.85,3186.7,3.0
5285-MVEHD,no,Female,0,yes,no,56,yes,no,Fiber optic,Yes,yes,yes,no,yes,yes,One year,yes,Credit card (automatic),105.6,6068.65,3.5
5286-YHCVC,no,Male,0,yes,no,72,yes,yes,Fiber optic,No,yes,yes,no,yes,yes,Two year,yes,Bank transfer (automatic),104.8,7470.1,3.5
5287-QWLKY,yes,Male,1,yes,yes,71,yes,yes,Fiber optic,Yes,yes,no,no,yes,yes,Month-to-month,yes,Credit card (automatic),105.1,7548.1,3.5
5288-AHOUP,no,Male,1,no,no,11,yes,no,Fiber optic,No,no,no,no,no,yes,Month-to-month,yes,Electronic check,78.5,874.2,2.6
5293-WXJAK,yes,Female,1,yes,no,11,yes,yes,Fiber optic,No,no,yes,yes,yes,yes,Month-to-month,yes,Bank transfer (automatic),104.05,1133.65,3.5
5294-CDGWY,yes,Male,0,yes,yes,51,no,no,DSL,Yes,yes,yes,no,yes,yes,One year,no,Electronic check,59.3,3014.65,2.0
5294-DMSFH,no,Female,0,yes,yes,29,yes,no,Fiber optic,No,no,no,no,yes,yes,Month-to-month,yes,Credit card (automatic),87.8,2621.75,2.9
5294-IMHHT,no,Male,0,yes,no,53,yes,yes,Fiber optic,No,yes,no,yes,no,yes,One year,no,Bank transfer (automatic),97.75,5043.2,3.3
5295-PCJOO,yes,Male,0,no,yes,4,yes,no,DSL,Yes,no,no,no,no,no,Month-to-month,yes,Electronic check,49.4,184.4,1.6
5296-BFCYD,no,Male,0,yes,yes,46,yes,no,No,No internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,yes,Mailed check,20.1,936.85,0.7
5296-PSYVW,no,Female,0,yes,no,72,yes,yes,No,No internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,no,Electronic check,24.55,1750.7,0.8
5297-MDOIR,no,Female,0,yes,no,63,yes,no,Fiber optic,Yes,no,yes,no,no,no,One year,yes,Credit card (automatic),81.15,5224.5,2.7
5298-GSTLM,no,Female,1,no,no,60,yes,yes,Fiber optic,Yes,no,no,no,yes,yes,One year,yes,Bank transfer (automatic),101.4,6176.6,3.4
5299-RULOA,yes,Female,0,yes,yes,10,yes,yes,Fiber optic,Yes,no,no,no,yes,yes,Month-to-month,yes,Electronic check,100.25,1064.65,3.3
5299-SJCZT,yes,Male,0,no,no,3,yes,yes,Fiber optic,No,no,yes,no,yes,yes,Month-to-month,yes,Bank transfer (automatic),101.55,298.35,3.4
5301-GAUUY,yes,Male,0,no,no,32,yes,yes,Fiber optic,No,yes,no,no,no,no,Month-to-month,yes,Bank transfer (automatic),80.35,2596.15,2.7
5302-BDJNT,no,Male,0,no,no,35,yes,yes,Fiber optic,No,no,yes,yes,yes,no,Month-to-month,no,Electronic check,95.5,3418.2,3.2
5304-EFJLP,no,Male,1,yes,no,72,yes,yes,Fiber optic,No,yes,yes,yes,yes,yes,Two year,yes,Bank transfer (automatic),111.65,8022.85,3.7
5306-BVTKJ,no,Male,0,yes,yes,48,yes,no,DSL,No,yes,yes,no,no,no,One year,yes,Credit card (automatic),55.8,2651.2,1.9
5307-DZCVC,yes,Female,1,yes,no,32,yes,yes,Fiber optic,No,no,no,no,yes,no,Month-to-month,yes,Credit card (automatic),85.95,2628.6,2.9
5307-UVGNB,no,Female,0,yes,yes,53,no,no,DSL,Yes,yes,yes,no,no,yes,Month-to-month,yes,Bank transfer (automatic),48.7,2495.2,1.6
5309-TAIKL,no,Female,0,no,no,7,yes,no,DSL,No,no,yes,yes,no,yes,Month-to-month,no,Bank transfer (automatic),62.8,418.3,2.1
5310-NOOVA,no,Male,0,no,no,46,yes,no,No,No internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,no,Electronic check,19.95,907.05,0.7
5311-IHLEI,no,Male,0,no,no,12,no,no,DSL,Yes,yes,no,yes,yes,no,Month-to-month,yes,Bank transfer (automatic),50.95,605.75,1.7
5312-IRCFR,no,Female,0,yes,yes,64,yes,yes,Fiber optic,No,yes,yes,no,no,yes,One year,yes,Electronic check,92.85,5980.75,3.1
5312-TSZVC,no,Female,0,no,yes,15,yes,no,No,No internet service,no internet service,no internet service,no internet service,no internet service,no internet service,One year,no,Mailed check,19.65,270.6,0.7
5312-UXESG,no,Female,0,no,no,41,yes,yes,Fiber optic,No,no,yes,no,yes,yes,Month-to-month,no,Bank transfer (automatic),98.05,3990.6,3.3
5313-FPXWG,no,Male,0,no,no,51,yes,yes,No,No internet service,no internet service,no internet service,no internet service,no internet service,no internet service,One year,yes,Bank transfer (automatic),24.6,1266.4,0.8
5315-CKEQK,no,Male,1,yes,yes,28,yes,yes,DSL,No,no,no,no,no,no,One year,yes,Electronic check,51.0,1381.8,1.7
5317-FLPJF,no,Female,0,no,no,66,no,no,DSL,Yes,no,yes,yes,yes,yes,Two year,yes,Bank transfer (automatic),61.35,4193.4,2.0
5318-IXUZF,yes,Female,0,no,no,2,yes,no,Fiber optic,No,yes,no,no,yes,no,Month-to-month,yes,Bank transfer (automatic),87.15,183.75,2.9
5318-YKDPV,no,Male,0,yes,yes,43,yes,no,DSL,Yes,no,yes,yes,yes,yes,Two year,yes,Credit card (automatic),79.15,3566.6,2.6
5320-BRKGK,no,Female,0,yes,yes,58,yes,yes,DSL,Yes,no,yes,yes,yes,no,Two year,no,Mailed check,75.8,4415.75,2.5
5321-NTRKC,no,Male,0,yes,yes,66,yes,yes,DSL,No,yes,yes,no,yes,yes,Two year,no,Bank transfer (automatic),79.85,5234.95,2.7
5322-TEUJK,no,Female,0,yes,yes,71,yes,yes,Fiber optic,Yes,yes,yes,yes,yes,yes,Two year,no,Bank transfer (automatic),114.6,8100.25,3.8
5322-ZSMZY,no,Male,0,yes,yes,31,yes,yes,No,No internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,no,Mailed check,25.75,755.6,0.9
5324-KTGCG,no,Male,0,yes,no,71,yes,no,No,No internet service,no internet service,no internet service,no internet service,no internet service,no internet service,One year,no,Electronic check,20.85,1539.75,0.7
5325-UWTWJ,no,Male,0,yes,no,31,yes,yes,Fiber optic,Yes,yes,no,yes,no,no,Month-to-month,yes,Credit card (automatic),90.55,2929.75,3.0
5327-CNLUQ,no,Male,0,yes,no,48,yes,yes,Fiber optic,Yes,yes,yes,no,yes,no,Two year,yes,Bank transfer (automatic),96.9,4473.45,3.2
